Date,Price,Open,High,Low,Vol.,Change %,Volume,Ticker,SMA10,EMA5,EMA10,Signal,Crossover,Return,Volatility
2021-10-29,789.46,793.03,799.01,778.06,12.41M,-0.67%,12410000.0,HDBK,823.894,806.9642853245906,814.429704537212,0,0.0,-0.006743665232379681,0.011034413541576568
2021-11-01,800.66,790.53,803.5,789.81,8.12M,1.42%,8119999.999999999,HDBK,820.652,804.8628568830603,811.9261214065557,0,0.0,0.014186912573151078,0.012660919765133598
2021-11-02,801.38,801.01,808.99,798.04,13.24M,0.09%,13240000.0,HDBK,816.5649999999999,803.701904588707,810.0086444816783,0,0.0,0.0008992581120574883,0.011707094728412745
2021-11-03,788.76,800.56,802.95,785.82,10.21M,-1.57%,10210000.0,HDBK,811.956,798.7212697258046,806.1452540722967,0,0.0,-0.015747834984651488,0.012162049535165044
2021-11-04,795.0,795.52,796.94,793.08,1.10M,0.79%,1100000.0,HDBK,807.8489999999999,797.4808464838698,804.1188440248409,0,0.0,0.007911151681119666,0.012735394379091283
2021-11-08,798.14,794.07,800.36,783.28,18.94M,0.40%,18940000.0,HDBK,803.8340000000001,797.7005643225799,803.0317813800083,0,0.0,0.003949685534591074,0.012827535031559142
2021-11-09,784.17,795.32,795.32,782.58,12.70M,-1.75%,12700000.0,HDBK,799.607,793.1903762150533,799.6023663387899,0,0.0,-0.017503194928208066,0.013139615324675023
2021-11-10,775.69,782.05,782.55,773.08,13.71M,-1.08%,13710000.0,HDBK,794.744,787.3569174767024,795.2546631141232,0,0.0,-0.010813981662139427,0.013217448528361056
2021-11-11,772.23,773.1,775.52,765.89,8.00M,-0.45%,8000000.0,HDBK,790.031,782.3146116511349,791.0683605296516,0,0.0,-0.004460544805270139,0.0132261635190582
2021-11-12,774.57,773.08,777.59,770.61,14.91M,0.30%,14910000.0,HDBK,788.0060000000001,779.73307443409,788.0686584978654,0,0.0,0.0030301853074861107,0.010339507094880464
2021-11-15,776.69,779.11,783.97,775.27,9.53M,0.27%,9530000.0,HDBK,786.729,778.7187162893935,785.9998114320603,0,0.0,0.002737002465884375,0.01034478710247742
2021-11-16,772.08,775.57,776.67,768.89,8.25M,-0.59%,8250000.0,HDBK,783.8710000000001,776.5058108595956,783.4689365599781,0,0.0,-0.005935443999536494,0.008774770005626563
2021-11-17,763.5,766.54,770.08,762.35,7.60M,-1.11%,7600000.0,HDBK,780.083,772.1705405730637,779.8382207440366,0,0.0,-0.011112838047870777,0.008912531148821084
2021-11-18,767.79,761.13,769.83,760.73,9.15M,0.56%,9150000.0,HDBK,777.9860000000001,770.7103603820424,777.6476351158237,0,0.0,0.005618860510805401,0.00854862784057419
2021-11-22,755.79,771.08,774.42,747.66,15.26M,-1.56%,15260000.0,HDBK,774.0649999999999,765.7369069213615,773.6735195832391,0,0.0,-0.015629273629508056,0.008556007014834199
2021-11-23,755.89,749.14,762.0,746.32,11.24M,0.01%,11240000.0,HDBK,769.8399999999999,762.454604614241,770.440152348356,0,0.0,0.00013231188557671913,0.008189034375667687
2021-11-24,757.14,760.11,766.27,755.15,30.80M,0.16%,30800000.0,HDBK,767.137,760.6830697428273,768.0219428072629,0,0.0,0.0016536797682202842,0.007225489964501115
2021-11-25,761.08,755.52,764.75,751.63,10.25M,0.52%,10250000.0,HDBK,765.676,760.8153798285516,766.7597713778488,0,0.0,0.005203793221861375,0.007193897704387963
2021-11-26,743.1,748.14,751.48,740.66,18.62M,-2.36%,18620000.0,HDBK,762.7630000000001,754.9102532190344,762.457994736055,0,0.0,-0.02362432333000475,0.009974107827657128
2021-11-29,748.76,745.54,751.95,729.19,12.99M,0.76%,12990000.0,HDBK,760.182,752.8601688126896,759.9674502254978,0,0.0,0.0076167406809311,0.010418277161250766
2021-11-30,744.92,745.64,762.6,741.43,25.22M,-0.51%,25220000.0,HDBK,757.005,750.2134458751265,757.2315501727307,0,0.0,-0.005128479085421245,0.010203712814764135
2021-12-01,750.46,745.64,751.65,742.7,8.68M,0.74%,8680000.0,HDBK,754.843,750.2956305834177,756.0003592279015,0,0.0,0.007437040219083979,0.01079836460258378
2021-12-02,760.98,750.38,762.5,748.14,11.20M,1.40%,11200000.0,HDBK,754.5910000000001,753.8570870556118,756.905748461799,0,0.0,0.014018068917730497,0.011543098338940594
2021-12-03,754.9,761.01,766.07,751.65,8.12M,-0.80%,8119999.999999999,HDBK,753.302,754.2047247037412,756.541066922431,0,0.0,-0.007989697495335069,0.011573818811690884
2021-12-06,750.03,754.62,757.52,746.82,7.03M,-0.64%,7030000.0,HDBK,752.7259999999999,752.8131498024941,755.3572365706164,0,0.0,-0.006451185587495023,0.010668950725888957
2021-12-07,760.96,755.1,764.1,753.08,12.43M,1.46%,12430000.0,HDBK,753.233,755.5287665349961,756.3759208321108,0,0.0,0.014572750423316405,0.011721449931789817
2021-12-08,774.97,766.09,775.6,765.1,15.30M,1.84%,15300000.0,HDBK,755.016,762.0091776899975,759.7566625033619,1,1.0,0.018410954583683692,0.012996519748567107
2021-12-09,761.53,770.68,775.42,759.11,11.75M,-1.73%,11750000.0,HDBK,755.0609999999999,761.8494517933317,760.0790875030909,1,0.0,-0.017342606810586303,0.014343241043915055
2021-12-10,759.39,760.56,762.1,752.35,7.78M,-0.28%,7780000.0,HDBK,756.69,761.0296345288879,759.9537988660571,1,0.0,-0.0028101322337924506,0.01179311364031385
2021-12-13,753.7,761.11,766.92,751.73,10.32M,-0.75%,10320000.0,HDBK,757.184,758.5864230192586,758.8167445259704,0,-1.0,-0.007492856108192059,0.011992987869502335
2021-12-14,749.36,749.39,756.12,746.67,9.19M,-0.58%,9190000.0,HDBK,757.628,755.5109486795058,757.0973364293452,0,0.0,-0.005758259254345255,0.012028726266275418
2021-12-15,748.14,749.63,759.78,745.97,10.12M,-0.16%,10120000.0,HDBK,757.396,753.0539657863372,755.4687298050575,0,0.0,-0.0016280559410697393,0.011800616227694141
2021-12-16,748.19,754.52,756.62,745.15,13.21M,0.01%,13210000.0,HDBK,756.117,751.4326438575581,754.1453243854438,0,0.0,6.683241104621374e-05,0.010700107190812205
2021-12-17,734.7,746.64,751.13,732.03,14.99M,-1.80%,14990000.0,HDBK,754.097,745.8550959050386,750.6098108596981,0,0.0,-0.018030179499859633,0.011778625418300609
2021-12-20,711.06,724.2,727.19,705.3,21.16M,-3.22%,21160000.0,HDBK,750.2,734.2567306033592,743.4189361560716,0,0.0,-0.03217639853001242,0.015055439789799277
2021-12-21,719.11,717.96,723.57,713.23,9.12M,1.13%,9120000.0,HDBK,746.0150000000001,729.2078204022395,738.9991295813035,0,0.0,0.011321126205946053,0.014608988184618326
2021-12-22,720.81,724.35,726.19,716.07,8.58M,0.24%,8580000.0,HDBK,740.5989999999999,726.4085469348262,735.6920151114019,0,0.0,0.002364033318963621,0.012399601064749358
2021-12-23,720.26,724.82,727.09,716.64,9.78M,-0.08%,9780000.0,HDBK,736.472,724.3590312898841,732.886194181658,0,0.0,-0.0007630304795992471,0.011986668953270876
2021-12-24,717.66,720.96,724.2,712.23,5.56M,-0.36%,5560000.0,HDBK,732.299,722.1260208599227,730.1177952392169,0,0.0,-0.00360980756948881,0.011969454043320756
2021-12-27,723.6,712.68,725.2,709.31,4.71M,0.83%,4710000.0,HDBK,729.289,722.6173472399486,728.9327415592467,0,0.0,0.008276899924755554,0.012704338777462434
2021-12-28,728.59,728.54,731.63,724.9,5.45M,0.69%,5450000.0,HDBK,727.2120000000001,724.6082314932991,728.870424912106,0,0.0,0.0068960751796571795,0.01313207237446975
2021-12-29,725.12,726.22,728.69,721.9,7.67M,-0.48%,7670000.0,HDBK,724.9100000000001,724.7788209955328,728.1885294734979,0,0.0,-0.004762623697827317,0.01314030110591045
2021-12-30,728.94,727.44,731.6,720.71,7.22M,0.53%,7220000.0,HDBK,722.9849999999999,726.1658806636884,728.3251604783236,0,0.0,0.005268093556928477,0.013377809476507577
2021-12-31,737.86,728.94,740.56,728.94,6.33M,1.22%,6330000.0,HDBK,723.301,730.0639204424589,730.0587676641568,1,1.0,0.012236946799462078,0.012894355824121718
2022-01-03,757.94,740.66,759.61,738.41,9.07M,2.72%,9070000.0,HDBK,727.989,739.3559469616393,735.1280826344868,1,0.0,0.02721383460277016,0.009362645339048818
2022-01-04,762.38,758.11,764.55,752.03,8.86M,0.59%,8860000.0,HDBK,732.316,747.0306313077596,740.0829767010849,1,0.0,0.005857983481541984,0.009204505559825047
2022-01-05,780.48,766.49,784.05,762.15,14.33M,2.37%,14330000.0,HDBK,738.283,758.1804208718398,747.4278900283317,1,0.0,0.023741441276004194,0.010659962691571257
2022-01-06,767.96,769.59,775.45,763.13,9.63M,-1.60%,9630000.0,HDBK,743.0530000000001,761.4402805812266,751.1610009323427,1,0.0,-0.016041410414104118,0.012917070156745607
2022-01-07,773.35,770.08,781.43,766.04,11.18M,0.70%,11180000.0,HDBK,748.6220000000001,765.4101870541512,755.1953643992525,1,0.0,0.00701859471847488,0.012419769870238786
2022-01-10,777.64,777.07,784.05,770.83,8.86M,0.55%,8860000.0,HDBK,754.0260000000001,769.4867913694342,759.2762072358042,1,0.0,0.005547294239348188,0.012432510673057954
2022-01-11,781.01,778.84,782.4,771.98,8.39M,0.43%,8390000.0,HDBK,759.268,773.3278609129561,763.2278059202448,1,0.0,0.004333624813538384,0.012468062862987407
2022-01-12,776.39,782.05,786.37,774.07,21.09M,-0.59%,21090000.0,HDBK,764.395,774.3485739419707,765.6209321165843,1,0.0,-0.005915417216168839,0.012594022024386751
2022-01-13,762.1,775.57,775.57,758.31,41.96M,-1.84%,41960000.0,HDBK,767.711,770.2657159613137,764.9807626408373,1,0.0,-0.018405698167158202,0.014945793244453456
2022-01-14,770.66,763.1,772.43,757.61,11.21M,1.12%,11210000.0,HDBK,770.991,770.3971439742091,766.0133512516,1,0.0,0.011232121768796732,0.01489171573289515
2022-01-17,758.86,763.1,776.07,757.69,22.99M,-1.53%,22990000.0,HDBK,771.083,766.5514293161394,764.7127419331212,1,0.0,-0.015311551137985546,0.013695316422116948
2022-01-18,762.73,764.6,773.53,759.61,12.34M,0.51%,12340000.0,HDBK,771.118,765.2776195440929,764.3522433998249,1,0.0,0.005099754895501185,0.013662605893865178
2022-01-19,757.34,765.1,767.96,754.8,14.32M,-0.71%,14320000.0,HDBK,768.8040000000001,762.6317463627287,763.0772900543982,0,-1.0,-0.007066720857970665,0.010951265133706834
2022-01-20,752.63,762.33,762.35,748.19,15.20M,-0.62%,15200000.0,HDBK,767.271,759.2978309084857,761.1777827717754,0,0.0,-0.006219135394934905,0.010050123622978371
2022-01-21,758.91,748.14,763.0,740.96,11.54M,0.83%,11540000.0,HDBK,765.827,759.1685539389905,760.7654586314517,0,0.0,0.00834407344910515,0.010189597304691716
2022-01-24,741.48,753.1,758.74,731.95,11.87M,-2.30%,11870000.0,HDBK,762.211,753.2723692926603,757.2590116075453,0,0.0,-0.02296715025497087,0.011762212242483841
2022-01-25,742.18,727.51,745.64,720.21,13.59M,0.09%,13590000.0,HDBK,758.3280000000001,749.5749128617736,754.5173731334423,0,0.0,0.0009440578302852831,0.01151969724417906
2022-01-27,735.64,723.2,740.66,715.72,28.62M,-0.88%,28620000.0,HDBK,754.2529999999999,744.929941907849,751.0851234728126,0,0.0,-0.00881187852003551,0.011580781033022397
2022-01-28,729.81,736.92,741.51,728.19,24.93M,-0.79%,24930000.0,HDBK,751.024,739.8899612718993,747.216919205025,0,0.0,-0.007925072046109594,0.01070574906631041
2022-01-31,741.01,734.55,743.92,731.58,12.84M,1.53%,12840000.0,HDBK,748.059,740.2633075145995,746.0883884404741,0,0.0,0.01534646003754414,0.011422683533397966
2022-02-01,746.64,752.38,756.62,734.9,14.74M,0.76%,14740000.0,HDBK,746.837,742.3888716763996,746.188681451297,0,0.0,0.007597738222156147,0.011164462571976482
2022-02-02,763.7,754.1,765.6,750.93,13.97M,2.28%,13970000.0,HDBK,746.934,749.4925811175998,749.3725575510628,1,1.0,0.02284903032251151,0.013507023721718948
2022-02-03,755.79,762.48,768.06,752.63,10.56M,-1.04%,10560000.0,HDBK,746.7789999999999,751.5917207450666,750.5393652690518,1,0.0,-0.0103574702108159,0.01374202559546928
2022-02-04,760.11,762.3,764.52,755.17,11.58M,0.57%,11580000.0,HDBK,747.527,754.4311471633778,752.2794806746792,1,0.0,0.005715873456912712,0.013671549413365729
2022-02-07,732.25,754.17,757.61,728.19,12.27M,-3.66%,12270000.0,HDBK,744.861,747.0374314422519,748.6377569156457,0,-1.0,-0.03665258975674579,0.01779554866465613
2022-02-08,729.11,736.37,737.39,720.48,13.98M,-0.43%,13980000.0,HDBK,743.624,741.0616209615013,745.0872556582548,0,0.0,-0.004288152953226376,0.016445647752948406
2022-02-09,746.94,735.17,747.99,731.68,11.31M,2.45%,11310000.0,HDBK,744.1,743.0210806410008,745.4241182658449,0,0.0,0.024454471890386964,0.01840669514315185
2022-02-10,760.66,755.12,765.84,748.96,14.31M,1.84%,14310000.0,HDBK,746.6020000000001,748.9007204273339,748.1942785811462,1,1.0,0.01836827589900114,0.01883267558685261
2022-02-11,757.54,748.26,760.61,747.89,10.71M,-0.41%,10710000.0,HDBK,749.375,751.7804802848892,749.8935006573017,1,0.0,-0.004101701154260784,0.018612229503362637
2022-02-14,735.02,743.15,747.86,732.83,14.66M,-2.97%,14660000.0,HDBK,748.776,746.1936535232595,747.1892278105192,0,-1.0,-0.02972780315230872,0.02085335297278663
2022-02-15,757.02,736.17,760.56,734.7,13.14M,2.99%,13140000.0,HDBK,749.8140000000001,749.802435682173,748.9766409358796,1,1.0,0.02993115833582749,0.022923707416669884
2022-02-16,755.99,765.27,765.47,751.63,10.03M,-0.14%,10030000.0,HDBK,749.043,751.8649571214487,750.2517971293561,1,0.0,-0.001360598134791613,0.021676986651833752
2022-02-17,751.38,754.67,759.11,749.14,7.35M,-0.61%,7350000.0,HDBK,748.602,751.7033047476325,750.4569249240185,1,0.0,-0.0060979642587865035,0.02150955961310712
2022-02-18,754.3,747.29,756.62,743.38,7.80M,0.39%,7800000.0,HDBK,748.021,752.568869831755,751.1556658469242,1,0.0,0.003886182757060208,0.02145970707733463
2022-02-21,759.16,750.13,763.45,745.92,7.47M,0.64%,7470000.0,HDBK,750.712,754.7659132211701,752.6109993293018,1,0.0,0.006443059790534278,0.017337237834147243
2022-02-22,753.48,743.05,759.16,742.13,9.54M,-0.75%,9540000.0,HDBK,753.149,754.33727548078,752.7689994512469,1,0.0,-0.007481953738342262,0.017530125222906107
2022-02-23,748.59,760.66,760.96,745.97,9.03M,-0.65%,9030000.0,HDBK,753.314,752.4215169871867,752.009181369202,1,0.0,-0.006489886924669563,0.01607775988409892
2022-02-24,707.94,723.15,735.64,701.83,23.63M,-5.43%,23630000.0,HDBK,748.042,737.5943446581244,743.9966029384378,0,-1.0,-0.05430208792529956,0.02225767338743051
2022-02-25,726.24,718.19,731.13,714.65,18.32M,2.59%,18320000.0,HDBK,744.912,733.8095631054163,740.7681296769036,0,0.0,0.02584964827527747,0.02457515345478331
2022-02-28,711.36,711.23,717.49,705.27,24.88M,-2.05%,24880000.0,HDBK,742.546,726.3263754036108,735.4211970083757,0,0.0,-0.020489094514210215,0.02365417025855994
2022-03-02,685.42,691.53,697.46,675.52,38.51M,-3.65%,38510000.0,HDBK,735.386,712.6909169357405,726.33007027958,0,0.0,-0.036465362123256906,0.0226784682278168
2022-03-03,683.8,688.79,694.27,679.76,17.53M,-0.24%,17530000.0,HDBK,728.167,703.0606112904937,718.5973302287473,0,0.0,-0.00236351434157156,0.02263991750146505
2022-03-04,681.55,678.31,691.28,666.79,21.22M,-0.33%,21220000.0,HDBK,721.184,695.8904075269958,711.8614520053386,0,0.0,-0.0032904357999414824,0.022707559496678964
2022-03-07,660.76,657.61,664.52,646.92,27.05M,-3.05%,27050000.0,HDBK,711.8299999999999,684.1802716846638,702.5702789134588,0,0.0,-0.030503998239307384,0.023061388225898836
2022-03-08,662.25,649.48,665.34,644.4,39.21M,0.23%,39210000.0,HDBK,702.1389999999999,676.8701811231092,695.2393191110117,0,0.0,0.002254979114958644,0.02270618038192133
2022-03-09,683.87,663.35,685.64,657.79,23.13M,3.26%,23130000.0,HDBK,695.1780000000001,679.2034540820728,693.1721701817369,0,0.0,0.03264628161570404,0.026995020378747927
2022-03-10,694.62,711.73,711.73,688.41,22.27M,1.57%,22270000.0,HDBK,689.7810000000001,684.3423027213818,693.4354119668756,0,0.0,0.015719361867021497,0.028142511301709337
2022-03-11,696.67,692.28,702.73,684.65,15.15M,0.29%,15150000.0,HDBK,688.654,688.4515351475878,694.023518881989,0,0.0,0.0029512539230081014,0.02278538974471503
2022-03-14,719.48,705.74,723.2,705.74,25.02M,3.28%,25020000.0,HDBK,687.978,698.7943567650585,698.6519699943547,1,1.0,0.03274147013650652,0.023782548979772992
2022-03-15,710.23,719.96,722.95,704.12,18.87M,-1.29%,18870000.0,HDBK,687.865,702.6062378433722,700.7570663590175,1,0.0,-0.01285650747762268,0.023191298072869446
2022-03-16,722.28,721.7,725.69,716.32,13.36M,1.70%,13360000.0,HDBK,691.551,709.1641585622482,704.6703270210144,1,0.0,0.016966334849274123,0.019732259671584797
2022-03-17,738.19,734.17,743.05,733.45,14.82M,2.20%,14820000.0,HDBK,696.99,718.8394390414987,710.7648130171935,1,0.0,0.0220274685717452,0.020165078103539485
2022-03-21,741.41,741.65,744.97,734.57,12.26M,0.44%,12260000.0,HDBK,702.976,726.3629593609991,716.3366651958856,1,0.0,0.004362020617997953,0.019837212449470572
2022-03-22,745.22,738.81,747.14,726.79,10.46M,0.51%,10460000.0,HDBK,711.4219999999999,732.6486395739994,721.5881806148155,1,0.0,0.005138857042662037,0.014511490308095879
2022-03-23,737.79,751.63,757.52,734.97,31.19M,-1.00%,31190000.0,HDBK,718.9759999999999,734.3624263826663,724.5339659575764,1,0.0,-0.009970210139287783,0.015891300470688957
2022-03-24,719.53,731.18,733.0,715.49,20.16M,-2.47%,20160000.0,HDBK,722.542,729.4182842551108,723.6241539652898,1,0.0,-0.024749589991732046,0.017479201770496
2022-03-25,713.67,723.7,724.2,707.74,16.37M,-0.81%,16370000.000000002,HDBK,724.4469999999999,724.1688561700739,721.8143077897826,1,0.0,-0.008144205245090519,0.017517430984966657
2022-03-28,714.62,713.67,717.22,699.06,15.75M,0.13%,15750000.0,HDBK,726.242,720.9859041133826,720.5062518280039,1,0.0,0.0013311474491011221,0.0175238470961066
2022-03-29,724.1,718.71,728.31,713.23,12.38M,1.33%,12380000.0,HDBK,726.704,722.0239360755885,721.1596605865486,1,0.0,0.013265791609526678,0.01466055168867203
2022-03-30,736.64,734.17,739.53,725.22,20.11M,1.73%,20110000.0,HDBK,729.345,726.8959573837257,723.9742677526307,1,0.0,0.01731804999309472,0.014657105525396607
2022-03-31,733.35,733.67,740.51,731.13,14.30M,-0.45%,14300000.0,HDBK,730.452,729.0473049224838,725.6789463430614,1,0.0,-0.004466225021720227,0.014065607418528447
2022-04-01,751.13,736.37,753.13,733.33,14.57M,2.42%,14570000.0,HDBK,731.746,736.4082032816559,730.3064106443229,1,0.0,0.024244903524919925,0.014435835539648273
2022-04-04,826.34,788.04,858.91,779.34,97.45M,10.01%,97450000.0,HDBK,740.2389999999999,766.3854688544374,747.767063254446,1,0.0,0.100129138764262,0.03434163435030202
2022-04-05,802.13,831.28,831.28,799.01,30.92M,-2.93%,30920000.0,HDBK,745.9300000000001,778.3003125696249,757.6512335718195,1,0.0,-0.029297867705787017,0.03668685652687095
2022-04-06,773.5,791.88,792.93,771.75,27.03M,-3.57%,27030000.0,HDBK,749.501,776.70020837975,760.5328274678523,1,0.0,-0.0356924688018152,0.03891804006468992
2022-04-07,756.49,768.74,768.76,754.97,40.78M,-2.20%,40780000.0,HDBK,753.1969999999999,769.9634722531667,759.7977679282427,1,0.0,-0.02199095022624431,0.038689739934127956
2022-04-08,755.45,754.17,760.98,746.79,41.26M,-0.14%,41260000.0,HDBK,757.375,765.1256481687778,759.0072646685622,1,0.0,-0.0013747703208237816,0.0384798380381989
2022-04-11,746.22,751.13,753.13,744.77,20.80M,-1.22%,20800000.0,HDBK,760.535,758.823765445852,756.6823074560963,1,0.0,-0.012217883380766459,0.03891216762664537
2022-04-12,744.9,740.16,751.55,738.24,27.44M,-0.18%,27440000.0,HDBK,762.615,754.1825102972347,754.540069736806,0,-1.0,-0.0017689153332798302,0.03884735705490906
2022-04-13,730.66,743.15,749.29,729.51,28.89M,-1.91%,28890000.0,HDBK,762.017,746.3416735314898,750.1982388755686,0,0.0,-0.019116659954356297,0.03911383366516502
2022-04-18,695.99,707.66,714.05,693.3,45.62M,-4.74%,45620000.0,HDBK,758.2810000000001,729.5577823543266,740.3421954436469,0,0.0,-0.047450250458489496,0.04190267117586286
2022-04-19,669.43,688.74,693.05,661.85,74.10M,-3.82%,74100000.0,HDBK,750.1110000000001,709.5151882362178,727.4490689993474,0,0.0,-0.03816146783718166,0.041800676286565204
2022-04-20,675.47,675.54,678.26,666.02,49.33M,0.90%,49330000.0,HDBK,735.024,698.1667921574785,717.9983291812842,0,0.0,0.009022601317538959,0.018265227526187384
2022-04-21,685.47,680.81,688.19,674.97,52.45M,1.48%,52450000.0,HDBK,723.358,693.9345281049858,712.08408751196,0,0.0,0.014804506491776115,0.02085866787683361
2022-04-22,676.12,678.31,685.97,672.9,20.66M,-1.36%,20660000.0,HDBK,713.62,687.9963520699906,705.5451625097854,0,0.0,-0.013640276014997066,0.019602158680889194
2022-04-25,681.18,673.32,683.62,659.48,20.94M,0.75%,20940000.0,HDBK,706.089,685.7242347133271,701.1151329625517,0,0.0,0.007483878601431515,0.020333996219414556
2022-04-26,684.32,684.3,689.26,676.89,17.02M,0.46%,17020000.0,HDBK,698.976,685.2561564755514,698.0614724239059,0,0.0,0.004609647963827568,0.020708570597549474
2022-04-27,684.57,678.31,687.79,676.37,18.05M,0.04%,18050000.0,HDBK,692.811,685.0274376503676,695.6084774377413,0,0.0,0.0003653261631983984,0.020916020028163725
2022-04-28,683.97,684.3,687.79,679.36,20.77M,-0.09%,20770000.0,HDBK,686.718,684.6749584335785,693.4923906308792,0,0.0,-0.000876462596958727,0.020949264749749872
2022-04-29,690.58,688.46,700.63,684.07,28.40M,0.97%,28400000.0,HDBK,682.71,686.6433056223856,692.9628650616283,0,0.0,0.009664166557012743,0.021272015234154174
2022-05-02,700.11,679.33,701.48,679.33,19.49M,1.38%,19490000.0,HDBK,683.1220000000001,691.132203748257,694.2623441413323,0,0.0,0.013799994207767341,0.015985859045562476
2022-05-04,676.32,698.26,700.06,673.32,29.06M,-3.40%,29060000.0,HDBK,683.8109999999999,686.1948024988379,691.0000997519992,0,0.0,-0.03398037451257652,0.014872179874636815
2022-05-05,674.8,685.79,685.79,671.58,17.86M,-0.22%,17860000.0,HDBK,683.744,682.3965349992253,688.0546270698176,0,0.0,-0.0022474568251716898,0.01463231707136659
2022-05-06,657.16,663.35,665.84,654.87,26.73M,-2.61%,26730000.0,HDBK,680.913,673.9843566661502,682.4374221480325,0,0.0,-0.026141078838174292,0.015717404352760644
2022-05-09,658.29,648.39,661.6,646.14,32.76M,0.17%,32759999.999999996,HDBK,679.13,668.7529044441002,678.0469817574811,0,0.0,0.0017195203603384002,0.015428955569726366
2022-05-10,668.86,655.89,674.82,655.89,20.11M,1.61%,20110000.0,HDBK,677.8979999999999,668.7886029627334,676.3766214379392,0,0.0,0.01605675310273602,0.016264595080861723
2022-05-11,672.63,674.82,675.82,662.68,17.10M,0.56%,17100000.0,HDBK,676.729,670.0690686418224,675.6954175401321,0,0.0,0.005636456059564088,0.01631204779174261
2022-05-12,649.91,658.91,661.75,644.9,22.38M,-3.38%,22380000.0,HDBK,673.2629999999999,663.3493790945482,671.0071598055625,0,0.0,-0.0337778570685221,0.01917666654365251
2022-05-13,644.07,653.4,657.36,641.9,16.77M,-0.90%,16770000.0,HDBK,669.273,656.9229193963655,666.1094943863693,0,0.0,-0.008985859580557198,0.01915367906744556
2022-05-16,650.93,647.89,654.37,641.05,9.80M,1.06%,9800000.0,HDBK,665.308,654.9252795975771,663.3495863161203,0,0.0,0.01065101619389175,0.019244679987403868
2022-05-17,655.37,654.67,656.87,647.49,16.64M,0.68%,16640000.0,HDBK,660.8340000000001,655.0735197317181,661.898752440462,0,0.0,0.006821009939624867,0.018572678118773132
2022-05-18,655.32,660.38,665.0,653.37,15.73M,-0.01%,15730000.0,HDBK,658.734,655.1556798211454,660.7026156331053,0,0.0,-7.629278117693428e-05,0.015883407346228215
2022-05-19,641.93,641.5,646.59,637.56,20.54M,-2.04%,20540000.0,HDBK,655.447,650.7471198807635,657.2894127907225,0,0.0,-0.020432765671733022,0.016798008244588623
2022-05-20,658.84,649.88,660.46,644.57,13.92M,2.63%,13920000.0,HDBK,655.615,653.4447465871757,657.5713377378638,0,0.0,0.026342436091162824,0.017588093391035786
2022-05-23,650.38,655.37,663.32,647.94,19.49M,-1.28%,19490000.0,HDBK,654.824,652.4231643914504,656.2638217855249,0,0.0,-0.012840750409811252,0.018062584747767063
2022-05-24,657.84,648.39,660.86,646.84,12.87M,1.15%,12870000.0,HDBK,653.722,654.228776260967,656.5503996427022,0,0.0,0.011470217411359673,0.017632756198913843
2022-05-25,662.75,663.35,666.32,659.96,12.89M,0.75%,12890000.0,HDBK,652.734,657.069184173978,657.6775997076655,0,0.0,0.007463820989906278,0.017724384613055783
2022-05-26,681.65,669.41,683.8,668.34,26.99M,2.85%,26990000.0,HDBK,655.9080000000001,665.2627894493186,662.0362179426355,1,1.0,0.02851754055073563,0.01590993760572332
2022-05-27,694.3,684.2,695.62,683.67,24.03M,1.85%,24030000.0,HDBK,660.9309999999999,674.9418596328791,667.9023601348837,1,0.0,0.01855791095136805,0.015621829800371157
2022-05-30,699.04,703.37,708.49,697.49,12.62M,0.68%,12620000.0,HDBK,665.742,682.9745730885861,673.5637492012685,1,0.0,0.00682702002016411,0.015586900571286455
2022-05-31,692.75,696.22,700.66,688.29,13.49M,-0.90%,13490000.0,HDBK,669.4799999999999,686.2330487257241,677.0521584374015,1,0.0,-0.00899805447470814,0.01641756926087944
2022-06-01,695.69,688.29,698.49,687.86,12.09M,0.42%,12090000.0,HDBK,673.517,689.3853658171494,680.4408569033285,1,0.0,0.004243955250812004,0.01630563375912398
2022-06-02,690.83,691.9,692.28,687.59,11.48M,-0.70%,11480000.0,HDBK,678.4069999999999,689.8669105447663,682.3297920118142,1,0.0,-0.006985870143310979,0.01430472605747215
2022-06-03,688.44,697.41,698.64,686.44,6.96M,-0.35%,6960000.0,HDBK,681.367,689.3912736965109,683.4407389187571,1,0.0,-0.003459606560224593,0.012976437432428444
2022-06-06,687.51,686.44,691.78,678.64,6.17M,-0.13%,6170000.0,HDBK,685.08,688.7641824643406,684.1806045698922,1,0.0,-0.0013508802510023843,0.011720301399590054
2022-06-07,679.61,679.31,685.44,675.37,10.25M,-1.15%,10250000.0,HDBK,687.2570000000001,685.7127883095604,683.3495855571846,1,0.0,-0.011490741952844274,0.012660157276134511
2022-06-08,682.0,684.95,688.79,676.82,5.99M,0.35%,5990000.0,HDBK,689.182,684.4751922063737,683.1042063649693,1,0.0,0.003516722826326868,0.012578307964954289
2022-06-09,687.14,679.43,689.31,676.89,7.31M,0.75%,7310000.0,HDBK,689.731,685.3634614709158,683.837987025884,1,0.0,0.00753665689149563,0.009108793526840697
2022-06-10,673.87,678.36,682.28,670.13,9.16M,-1.93%,9160000.0,HDBK,687.688,681.5323076472772,682.0256257484506,0,-1.0,-0.019311930610938055,0.008790605181479814
2022-06-13,661.65,660.16,663.35,652.53,10.89M,-1.81%,10890000.0,HDBK,683.9490000000001,674.9048717648515,678.3209665214596,0,0.0,-0.018134061465861384,0.009239220993187615
