Date,Price,Open,High,Low,Vol.,Change %,Volume,Change_pct,Ticker,SMA5,SMA10,SMA20,EMA5,EMA10,EMA20,Signal,Crossover,Daily_Return,Volatility_5,Volatility_10,Volatility_20,Volatility_Annual
2022-01-03,757.94,740.66,759.61,738.41,9.07M,2.72%,9070000.0,2.72,HDBK,735.69,727.989,739.0945,739.3559469616396,735.1280826347136,738.8641121256333,1,0.0,0.02721383460277016,0.01171856229735871,0.009362645339048818,0.01358995479372599,0.2512618940049476
2022-01-04,762.38,758.11,764.55,752.03,8.86M,0.59%,8860000.0,0.59,HDBK,742.4480000000001,732.316,739.1655,747.0306313077598,740.0829767011293,741.1037204946206,1,0.0,0.005857983481541984,0.011782383082662166,0.009204505559825047,0.01325435943407296,0.2512618940049476
2022-01-05,780.48,766.49,784.05,762.15,14.33M,2.37%,14330000.0,2.37,HDBK,753.52,738.283,739.441,758.1804208718399,747.4278900281967,744.8538423522757,1,0.0,0.023741441276004194,0.010141727420166972,0.010659962691571257,0.013686852216471096,0.2512618940049476
2022-01-06,767.96,769.59,775.45,763.13,9.63M,-1.60%,9630000.0,-1.6,HDBK,761.324,743.0530000000001,739.7625,761.4402805812267,751.1610009321608,747.054428794916,1,0.0,-0.016041410414104118,0.017202093098545992,0.012917070156745607,0.013600678499937877,0.2512618940049476
2022-01-07,773.35,770.08,781.43,766.04,11.18M,0.70%,11180000.0,0.7,HDBK,768.422,748.6220000000001,740.4605,765.4101870541512,755.1953643990406,749.558768909686,1,0.0,0.00701859471847488,0.017236349793976903,0.012419769870238786,0.013651928672184841,0.2512618940049476
2022-01-10,777.64,777.07,784.05,770.83,8.86M,0.55%,8860000.0,0.55,HDBK,772.3620000000001,754.0260000000001,741.6575,769.4867913694341,759.2762072355787,752.2331718706683,1,0.0,0.005547294239348188,0.014131881800268512,0.012432510673057954,0.01353587041119495,0.2512618940049476
2022-01-11,781.01,778.84,782.4,771.98,8.39M,0.43%,8390000.0,0.43,HDBK,776.088,759.268,743.24,773.3278609129561,763.2278059200189,754.9738221686998,1,0.0,0.004333624813538384,0.014131249165657148,0.012468062862987407,0.013432802440059906,0.2512618940049476
2022-01-12,776.39,782.05,786.37,774.07,21.09M,-0.59%,21090000.0,-0.59,HDBK,775.27,764.395,744.6524999999999,774.3485739419708,765.620932116379,757.0134581526332,1,0.0,-0.005915417216168839,0.009823659876112771,0.012594022024386751,0.013530234960028855,0.2512618940049476
2022-01-13,762.1,775.57,775.57,758.31,41.96M,-1.84%,41960000.0,-1.84,HDBK,774.098,767.711,745.3480000000001,770.265715961314,764.9807626406737,757.4978907095252,1,0.0,-0.018405698167158202,0.01074196561376404,0.014945793244453456,0.014274998349784322,0.2512618940049476
2022-01-14,770.66,763.1,772.43,757.61,11.21M,1.12%,11210000.0,1.12,HDBK,773.5600000000001,770.991,747.146,770.3971439742094,766.0133512514602,758.7514249276657,1,0.0,0.011232121768796732,0.011698470778426161,0.01489171573289515,0.013708206722466927,0.2512618940049476
2022-01-17,758.86,763.1,776.07,757.69,22.99M,-1.53%,22990000.0,-1.53,HDBK,769.8039999999999,771.083,749.5360000000001,766.5514293161395,764.7127419330129,758.761765410745,1,0.0,-0.015311551137985546,0.01262243063455675,0.013695316422116948,0.011857884499095604,0.2512618940049476
2022-01-18,762.73,764.6,773.53,759.61,12.34M,0.51%,12340000.0,0.51,HDBK,766.1479999999999,771.118,751.717,765.2776195440931,764.3522433997377,759.1396925144836,1,0.0,0.005099754895501185,0.012765071307518598,0.013662605893865178,0.011717855482081253,0.2512618940049476
2022-01-19,757.34,765.1,767.96,754.8,14.32M,-0.71%,14320000.0,-0.71,HDBK,762.338,768.8040000000001,753.5435,762.6317463627288,763.0772900543309,758.96829322739,0,-1.0,-0.007066720857970665,0.012803700159372369,0.010951265133706834,0.011933154712722742,0.2512618940049476
2022-01-20,752.63,762.33,762.35,748.19,15.20M,-0.62%,15200000.0,-0.62,HDBK,760.4440000000001,767.271,755.162,759.2978309084859,761.1777827717252,758.3646462533528,0,0.0,-0.006219135394934905,0.010549161075867855,0.010050123622978371,0.012074228218724073,0.2512618940049476
2022-01-21,758.91,748.14,763.0,740.96,11.54M,0.83%,11540000.0,0.83,HDBK,758.0939999999999,765.827,757.2245,759.1685539389907,760.7654586314115,758.4165847054145,0,0.0,0.00834407344910515,0.009653557079284376,0.010189597304691716,0.012063738218807256,0.2512618940049476
2022-01-24,741.48,753.1,758.74,731.95,11.87M,-2.30%,11870000.0,-2.3,HDBK,754.6179999999999,762.211,758.1185,753.2723692926605,757.2590116075185,756.8035766382322,0,0.0,-0.02296715025497087,0.012325639127454088,0.011762212242483841,0.013287274582419763,0.2512618940049476
2022-01-25,742.18,727.51,745.64,720.21,13.59M,0.09%,13590000.0,0.09,HDBK,750.508,758.3280000000001,758.798,749.5749128617738,754.5173731334241,755.4108550536387,0,0.0,0.0009440578302852831,0.011631853756741004,0.01151969724417906,0.013221952561345705,0.2512618940049476
2022-01-27,735.64,723.2,740.66,715.72,28.62M,-0.88%,28620000.0,-0.88,HDBK,746.168,754.2529999999999,759.3240000000001,744.9299419078493,751.0851234728016,753.5279164771016,0,0.0,-0.00881187852003551,0.011720478319404098,0.011580781033022397,0.013345383276987042,0.2512618940049476
2022-01-28,729.81,736.92,741.51,728.19,24.93M,-0.79%,24930000.0,-0.79,HDBK,741.604,751.024,759.3675000000001,739.8899612718996,747.2169192050194,751.2690672888061,0,0.0,-0.007925072046109594,0.011762594602176945,0.01070574906631041,0.01343889937058745,0.2512618940049476
2022-01-31,741.01,734.55,743.92,731.58,12.84M,1.53%,12840000.0,1.53,HDBK,738.024,748.059,759.525,740.2633075145998,746.0883884404703,750.2920132613008,0,0.0,0.01534646003754414,0.01409531720422669,0.011422683533397966,0.013603134885000626,0.2512618940049476
2022-02-01,746.64,752.38,756.62,734.9,14.74M,0.76%,14740000.0,0.76,HDBK,739.0559999999999,746.837,758.9599999999999,742.3888716764,746.1886814512939,749.9442024745102,0,0.0,0.007597738222156147,0.010299981102071299,0.011164462571976482,0.012194807035362507,0.2512618940049476
2022-02-02,763.7,754.1,765.6,750.93,13.97M,2.28%,13970000.0,2.28,HDBK,743.3599999999999,746.934,759.0260000000001,749.4925811176,749.3725575510585,751.2542784293188,1,1.0,0.02284903032251151,0.014026048624023634,0.013507023721718948,0.013222767090803167,0.2512618940049476
2022-02-03,755.79,762.48,768.06,752.63,10.56M,-1.04%,10560000.0,-1.04,HDBK,747.39,746.7789999999999,757.7915,751.5917207450667,750.5393652690478,751.6862519122408,1,0.0,-0.0103574702108159,0.014439823684360814,0.01374202559546928,0.012180731670533317,0.2512618940049476
2022-02-04,760.11,762.3,764.52,755.17,11.58M,0.57%,11580000.0,0.57,HDBK,753.45,747.527,757.399,754.4311471633779,752.2794806746755,752.4885136348845,1,0.0,0.005715873456912712,0.012415460991967314,0.013671549413365729,0.011782063878342278,0.2512618940049476
2022-02-07,732.25,754.17,757.61,728.19,12.27M,-3.66%,12270000.0,-3.66,HDBK,751.6980000000001,744.861,755.3439999999999,747.037431442252,748.6377569156435,750.561036145848,0,-1.0,-0.03665258975674579,0.022581138433908778,0.01779554866465613,0.014136969957149607,0.2512618940049476
2022-02-08,729.11,736.37,737.39,720.48,13.98M,-0.43%,13980000.0,-0.43,HDBK,748.192,743.624,752.9175,741.0616209615014,745.0872556582538,748.5180803224339,0,0.0,-0.004288152953226376,0.021911563773186267,0.016445647752948406,0.014007980280319519,0.2512618940049476
2022-02-09,746.94,735.17,747.99,731.68,11.31M,2.45%,11310000.0,2.45,HDBK,744.8399999999999,744.1,751.2139999999999,743.0210806410009,745.4241182658438,748.3677869583926,0,0.0,0.024454471890386964,0.02241925973335818,0.01840669514315185,0.015240037604496154,0.2512618940049476
2022-02-10,760.66,755.12,765.84,748.96,14.31M,1.84%,14310000.0,1.84,HDBK,745.8140000000001,746.6020000000001,750.4275,748.900720427334,748.194278581145,749.5384739147361,1,1.0,0.01836827589900114,0.024074576861759175,0.01883267558685261,0.015875574052689818,0.2512618940049476
2022-02-11,757.54,748.26,760.61,747.89,10.71M,-0.41%,10710000.0,-0.41,HDBK,745.3,749.375,750.1995,751.7804802848893,749.8935006573005,750.3005240180945,1,0.0,-0.004101701154260784,0.024047109435398104,0.018612229503362637,0.01535936367646772,0.2512618940049476
2022-02-14,735.02,743.15,747.86,732.83,14.66M,-2.97%,14660000.0,-2.97,HDBK,745.854,748.776,748.4175,746.1936535232596,747.1892278105186,748.8452360163711,0,-1.0,-0.02972780315230872,0.021505474116679947,0.02085335297278663,0.016448690171222562,0.2512618940049476
2022-02-15,757.02,736.17,760.56,734.7,13.14M,2.99%,13140000.0,2.99,HDBK,751.4359999999999,749.8140000000001,748.3254999999999,749.8024356821732,748.9766409358788,749.6237849671929,1,1.0,0.02993115833582749,0.024641598038161627,0.022923707416669884,0.01762473158556734,0.2512618940049476
2022-02-16,755.99,765.27,765.47,751.63,10.03M,-0.14%,10030000.0,-0.14,HDBK,753.2459999999999,749.043,747.9885,751.8649571214488,750.2517971293554,750.2300911607936,1,0.0,-0.001360598134791613,0.022920047680565787,0.021676986651833752,0.01758601942333103,0.2512618940049476
2022-02-17,751.38,754.67,759.11,749.14,7.35M,-0.61%,7350000.0,-0.61,HDBK,751.39,748.602,747.6904999999999,751.7033047476325,750.456924924018,750.3396062883371,1,0.0,-0.0060979642587865035,0.021270172741496358,0.02150955961310712,0.01756771470454786,0.2512618940049476
2022-02-18,754.3,747.29,756.62,743.38,7.80M,0.39%,7800000.0,0.39,HDBK,750.742,748.021,747.774,752.568869831755,751.1556658469237,750.7167866418288,1,0.0,0.003886182757060208,0.021397927856692794,0.02145970707733463,0.01753222130607342,0.2512618940049476
2022-02-21,759.16,750.13,763.45,745.92,7.47M,0.64%,7470000.0,0.64,HDBK,755.5699999999999,750.712,747.7864999999999,754.7659132211701,752.6109993293012,751.5209021997498,1,0.0,0.006443059790534278,0.013931384971828198,0.017337237834147243,0.01749117687402441,0.2512618940049476
2022-02-22,753.48,743.05,759.16,742.13,9.54M,-0.75%,9540000.0,-0.75,HDBK,754.862,753.149,748.3865,754.3372754807801,752.7689994512464,751.7074829426308,1,0.0,-0.007481953738342262,0.006069981346765005,0.017530125222906107,0.016740052493518082,0.2512618940049476
2022-02-23,748.59,760.66,760.96,745.97,9.03M,-0.65%,9030000.0,-0.65,HDBK,753.382,753.314,748.7070000000001,752.4215169871868,752.0091813692015,751.4105798052374,1,0.0,-0.006489886924669563,0.006575012489563199,0.01607775988409892,0.0168222074669579,0.2512618940049476
2022-02-24,707.94,723.15,735.64,701.83,23.63M,-5.43%,23630000.0,-5.43,HDBK,744.6940000000001,748.042,747.3219999999999,737.5943446581246,743.9966029384376,747.270524585691,0,-1.0,-0.05430208792529956,0.024657215601618907,0.02225767338743051,0.02076907787190381,0.2512618940049476
2022-02-25,726.24,718.19,731.13,714.65,18.32M,2.59%,18320000.0,2.59,HDBK,739.082,744.912,747.1434999999999,733.8095631054164,740.7681296769035,745.2676174822918,0,0.0,0.02584964827527747,0.029570266765988343,0.02457515345478331,0.02159383961944022,0.2512618940049476
2022-02-28,711.36,711.23,717.49,705.27,24.88M,-2.05%,24880000.0,-2.05,HDBK,729.522,742.546,745.661,726.326375403611,735.4211970083757,742.0383205792164,0,0.0,-0.020489094514210215,0.02891022215679856,0.02365417025855994,0.021737870248926552,0.2512618940049476
2022-03-02,685.42,691.53,697.46,675.52,38.51M,-3.65%,38510000.0,-3.65,HDBK,715.9100000000001,735.386,742.6,712.6909169357407,726.33007027958,736.6460995716719,0,0.0,-0.036465362123256906,0.030494104254517432,0.0226784682278168,0.022933930804277254,0.2512618940049476
2022-03-03,683.8,688.79,694.27,679.76,17.53M,-0.24%,17530000.0,-0.24,HDBK,702.952,728.167,738.6049999999999,703.0606112904939,718.5973302287473,731.6131377077032,0,0.0,-0.00236351434157156,0.03094876371294596,0.02263991750146505,0.02205562745829176,0.2512618940049476
2022-03-04,681.55,678.31,691.28,666.79,21.22M,-0.33%,21220000.0,-0.33,HDBK,697.674,721.184,734.893,695.8904075269959,711.8614520053386,726.8452198307791,0,0.0,-0.0032904357999414824,0.023258879203423028,0.022707559496678964,0.022026531903008656,0.2512618940049476
2022-03-07,660.76,657.61,664.52,646.92,27.05M,-3.05%,27050000.0,-3.05,HDBK,684.578,711.8299999999999,729.9255,684.1802716846639,702.5702789134588,720.551389370705,0,0.0,-0.030503998239307384,0.015511678757589327,0.023061388225898836,0.022587599032338743,0.2512618940049476
2022-03-08,662.25,649.48,665.34,644.4,39.21M,0.23%,39210000.0,0.23,HDBK,674.756,702.1389999999999,726.4255,676.8701811231093,695.2393191110117,714.9988760973046,0,0.0,0.002254979114958644,0.01796784787802515,0.02270618038192133,0.021525739654230557,0.2512618940049476
2022-03-09,683.87,663.35,685.64,657.79,23.13M,3.26%,23130000.0,3.26,HDBK,674.4459999999999,695.1780000000001,724.1634999999999,679.203454082073,693.1721701817369,712.0342212308947,0,0.0,0.03264628161570404,0.02245804899001003,0.026995020378747927,0.023097863235055454,0.2512618940049476
2022-03-10,694.62,711.73,711.73,688.41,22.27M,1.57%,22270000.0,1.57,HDBK,676.61,689.7810000000001,721.5475,684.342302721382,693.4354119668756,710.3757239708095,0,0.0,0.015719361867021497,0.023466250891991277,0.028142511301709337,0.022630415935111736,0.2512618940049476
2022-03-11,696.67,692.28,702.73,684.65,15.15M,0.29%,15150000.0,0.29,HDBK,679.6339999999999,688.654,718.3480000000001,688.451535147588,694.023518881989,709.0704169259706,0,0.0,0.0029512539230081014,0.02318804313794022,0.02278538974471503,0.022107190626529407,0.2512618940049476
2022-03-14,719.48,705.74,723.2,705.74,25.02M,3.28%,25020000.0,3.28,HDBK,691.3779999999999,687.978,716.4449999999999,698.7943567650586,698.6519699943547,710.0618057901639,1,1.0,0.03274147013650652,0.015072142978287715,0.023782548979772992,0.023596285632336463,0.2512618940049476
2022-03-15,710.23,719.96,722.95,704.12,18.87M,-1.29%,18870000.0,-1.29,HDBK,700.9739999999999,687.865,715.2054999999999,702.6062378433725,700.7570663590174,710.0778242863388,1,0.0,-0.01285650747762268,0.019652866307780268,0.023191298072869446,0.022854326487517927,0.2512618940049476
2022-03-16,722.28,721.7,725.69,716.32,13.36M,1.70%,13360000.0,1.7,HDBK,708.6560000000001,691.551,713.4685000000001,709.1641585622483,704.6703270210141,711.2399362590685,1,0.0,0.016966334849274123,0.017061812882910185,0.019732259671584797,0.022087986817221423,0.2512618940049476
2022-03-17,738.19,734.17,743.05,733.45,14.82M,2.20%,14820000.0,2.2,HDBK,717.37,696.99,712.5785,718.839439041499,710.7648130171934,713.8066089963,1,0.0,0.0220274685717452,0.017709313694528245,0.020165078103539485,0.02273938149829597,0.2512618940049476
2022-03-21,741.41,741.65,744.97,734.57,12.26M,0.44%,12260000.0,0.44,HDBK,726.318,702.976,712.08,726.3629593609994,716.3366651958854,716.4355033776048,1,0.0,0.004362020617997953,0.01753216575723595,0.019837212449470572,0.022734860195716727,0.2512618940049476
2022-03-22,745.22,738.81,747.14,726.79,10.46M,0.51%,10460000.0,0.51,HDBK,731.466,711.4219999999999,711.626,732.6486395739996,721.5881806148153,719.1768840083092,1,0.0,0.005138857042662037,0.013507172783647818,0.014511490308095879,0.022749068300582424,0.2512618940049476
2022-03-23,737.79,751.63,757.52,734.97,31.19M,-1.00%,31190000.0,-1.0,HDBK,736.9780000000001,718.9759999999999,710.5575000000001,734.3624263826664,724.5339659575761,720.9495617218035,1,0.0,-0.009970210139287783,0.012460729146171546,0.015891300470688957,0.022786863518763568,0.2512618940049476
2022-03-24,719.53,731.18,733.0,715.49,20.16M,-2.47%,20160000.0,-2.47,HDBK,736.428,722.542,708.8599999999999,729.418284255111,723.6241539652895,720.814365367346,1,0.0,-0.024749589991732046,0.017610754289914606,0.017479201770496,0.023358263810150177,0.2512618940049476
2022-03-25,713.67,723.7,724.2,707.74,16.37M,-0.81%,16370000.000000002,-0.81,HDBK,731.524,724.4469999999999,707.1139999999999,724.168856170074,721.8143077897822,720.1339496180749,1,0.0,-0.008144205245090519,0.012258576502186397,0.017517430984966657,0.02337776773258482,0.2512618940049476
2022-03-28,714.62,713.67,717.22,699.06,15.75M,0.13%,15750000.0,0.13,HDBK,726.1659999999999,726.242,707.4480000000001,720.9859041133827,720.5062518280035,719.6088115592106,1,0.0,0.0013311474491011221,0.011635619012505875,0.0175238470961066,0.01989247139283232,0.2512618940049476
2022-03-29,724.1,718.71,728.31,713.23,12.38M,1.33%,12380000.0,1.33,HDBK,721.9419999999999,726.704,707.3410000000001,722.0239360755886,721.1596605865483,720.0365437916668,1,0.0,0.013265791609526678,0.014108713149803966,0.01466055168867203,0.019242103487497688,0.2512618940049476
2022-03-30,736.64,734.17,739.53,725.22,20.11M,1.73%,20110000.0,1.73,HDBK,721.7120000000001,729.345,708.605,726.8959573837258,723.9742677526303,721.6178253353175,1,0.0,0.01731804999309472,0.017002549129802348,0.014657105525396607,0.018975597189090844,0.2512618940049476
2022-03-31,733.35,733.67,740.51,731.13,14.30M,-0.45%,14300000.0,-0.45,HDBK,724.476,730.452,711.0015000000001,729.0473049224838,725.6789463430612,722.7351753033826,1,0.0,-0.004466225021720227,0.011061307372602282,0.014065607418528447,0.016792243933501313,0.2512618940049476
2022-04-01,751.13,736.37,753.13,733.33,14.57M,2.42%,14570000.0,2.42,HDBK,731.9680000000001,731.746,714.3679999999999,736.4082032816559,730.3064106443228,725.439444322108,1,0.0,0.024244903524919925,0.011736518818878073,0.014435835539648273,0.017346579852772506,0.2512618940049476
2022-04-04,826.34,788.04,858.91,779.34,97.45M,10.01%,97450000.0,10.01,HDBK,754.312,740.2389999999999,721.6075,766.3854688544372,747.7670632544459,735.0490210533358,1,0.0,0.100129138764262,0.040558461346699826,0.03434163435030202,0.027332626575841068,0.2512618940049476
2022-04-05,802.13,831.28,831.28,799.01,30.92M,-2.93%,30920000.0,-2.93,HDBK,769.918,745.9300000000001,728.676,778.3003125696249,757.6512335718194,741.4376857149228,1,0.0,-0.029297867705787017,0.04863691045039872,0.03668685652687095,0.027239680636709077,0.2512618940049476
2022-04-06,773.5,791.88,792.93,771.75,27.03M,-3.57%,27030000.0,-3.57,HDBK,777.29,749.501,734.2385,776.7002083797499,760.5328274678521,744.4912394563587,1,0.0,-0.0356924688018152,0.055142402888391145,0.03891804006468992,0.029073354222008217,0.2512618940049476
2022-04-07,756.49,768.74,768.76,754.97,40.78M,-2.20%,40780000.0,-2.2,HDBK,781.918,753.1969999999999,737.8695,769.9634722531666,759.7977679282426,745.6339785557531,1,0.0,-0.02199095022624431,0.05689889150090888,0.038689739934127956,0.029220324314134807,0.2512618940049476
2022-04-08,755.45,754.17,760.98,746.79,41.26M,-0.14%,41260000.0,-0.14,HDBK,782.7819999999999,757.375,740.911,765.1256481687778,759.0072646685621,746.5688377409194,1,0.0,-0.0013747703208237816,0.05616033432425241,0.0384798380381989,0.02915410453476176,0.2512618940049476
2022-04-11,746.22,751.13,753.13,744.77,20.80M,-1.22%,20800000.0,-1.22,HDBK,766.758,760.535,743.3885,758.8237654458519,756.6823074560962,746.5356150989271,1,0.0,-0.012217883380766459,0.013638753993000742,0.03891216762664537,0.029395480725576628,0.2512618940049476
2022-04-12,744.9,740.16,751.55,738.24,27.44M,-0.18%,27440000.0,-0.18,HDBK,755.312,762.615,744.6595,754.1825102972347,754.5400697368059,746.3798422323626,0,-1.0,-0.0017689153332798302,0.014532170295557555,0.03884735705490906,0.02861200114173692,0.2512618940049476
2022-04-13,730.66,743.15,749.29,729.51,28.89M,-1.91%,28890000.0,-1.91,HDBK,746.744,762.017,745.681,746.3416735314898,750.1982388755684,744.8827144007091,0,0.0,-0.019116659954356297,0.009560212714777788,0.03911383366516502,0.028817880713770814,0.2512618940049476
2022-04-18,695.99,707.66,714.05,693.3,45.62M,-4.74%,45620000.0,-4.74,HDBK,734.644,758.2810000000001,744.3665,729.5577823543266,740.3421954436468,740.2262654101654,0,0.0,-0.047450250458489496,0.018899824977088097,0.04190267117586286,0.030579482711480636,0.2512618940049476
2022-04-19,669.43,688.74,693.05,661.85,74.10M,-3.82%,74100000.0,-3.82,HDBK,717.4399999999999,750.1110000000001,740.9285,709.5151882362178,727.4490689993473,733.4837639425306,0,0.0,-0.03816146783718166,0.018755117110485976,0.041800676286565204,0.03110751358455062,0.2512618940049476
2022-04-20,675.47,675.54,678.26,666.02,49.33M,0.90%,49330000.0,0.9,HDBK,703.29,735.024,737.6315,698.1667921574785,717.9983291812842,727.9586435670515,0,0.0,0.009022601317538959,0.0237568087787609,0.018265227526187384,0.031194181995821243,0.2512618940049476
2022-04-21,685.47,680.81,688.19,674.97,52.45M,1.48%,52450000.0,1.48,HDBK,691.404,723.358,734.644,693.9345281049857,712.0840875119598,723.9121060844751,0,0.0,0.014804506491776115,0.02768053566627714,0.02085866787683361,0.03142049382206622,0.2512618940049476
2022-04-22,676.12,678.31,685.97,672.9,20.66M,-1.36%,20660000.0,-1.36,HDBK,680.4959999999999,713.62,731.5604999999999,687.9963520699905,705.5451625097853,719.3604769335727,0,0.0,-0.013640276014997066,0.02764362074728469,0.019602158680889194,0.03146963162283523,0.2512618940049476
2022-04-25,681.18,673.32,683.62,659.48,20.94M,0.75%,20940000.0,0.75,HDBK,677.534,706.089,729.643,685.7242347133271,701.1151329625516,715.7242410351373,0,0.0,0.007483878601431515,0.021880183471980393,0.020333996219414556,0.03116949440647599,0.2512618940049476
2022-04-26,684.32,684.3,689.26,676.89,17.02M,0.46%,17020000.0,0.46,HDBK,680.5120000000001,698.976,728.1755,685.2561564755515,698.0614724239058,712.7333609365528,0,0.0,0.004609647963827568,0.010777433557099203,0.020708570597549474,0.031173800618557353,0.2512618940049476
2022-04-27,684.57,678.31,687.79,676.37,18.05M,0.04%,18050000.0,0.04,HDBK,682.332,692.811,726.673,685.0274376503678,695.608477437741,710.0511360854525,0,0.0,0.0003653261631983984,0.010553478330672418,0.020916020028163725,0.031169689897592785,0.2512618940049476
2022-04-28,683.97,684.3,687.79,679.36,20.77M,-0.09%,20770000.0,-0.09,HDBK,682.032,686.718,724.6665,684.6749584335786,693.492390630879,707.5672183630285,0,0.0,-0.000876462596958727,0.008114325203986075,0.020949264749749872,0.030972176324412664,0.2512618940049476
2022-04-29,690.58,688.46,700.63,684.07,28.40M,0.97%,28400000.0,0.97,HDBK,684.924,682.71,722.3635,686.6433056223857,692.9628650616282,705.94938804274,0,0.0,0.009664166557012743,0.004507544347503083,0.021272015234154174,0.030762240748388993,0.2512618940049476
2022-05-02,700.11,679.33,701.48,679.33,19.49M,1.38%,19490000.0,1.38,HDBK,688.71,683.1220000000001,720.7014999999999,691.1322037482572,694.2623441413322,705.3932558481933,0,0.0,0.013799994207767341,0.00620576906614469,0.015985859045562476,0.030980130549756818,0.2512618940049476
2022-05-04,676.32,698.26,700.06,673.32,29.06M,-3.40%,29060000.0,-3.4,HDBK,687.11,683.8109999999999,716.961,686.1948024988383,691.0000997519991,702.6243743388417,0,0.0,-0.03398037451257652,0.018808794265416817,0.014872179874636815,0.03113198437713966,0.2512618940049476
2022-05-05,674.8,685.79,685.79,671.58,17.86M,-0.22%,17860000.0,-0.22,HDBK,685.1560000000001,683.744,709.384,682.3965349992255,688.0546270698173,699.9744339256187,0,0.0,-0.0022474568251716898,0.018755735187385138,0.01463231707136659,0.019043350190662695,0.2512618940049476
2022-05-06,657.16,663.35,665.84,654.87,26.73M,-2.61%,26730000.0,-2.61,HDBK,679.794,680.913,702.1355,673.9843566661503,682.4374221480324,695.8968687898455,0,0.0,-0.026141078838174292,0.021355286037928373,0.015717404352760644,0.018886576104861438,0.2512618940049476
2022-05-09,658.29,648.39,661.6,646.14,32.76M,0.17%,32759999.999999996,0.17,HDBK,673.336,679.13,696.375,668.7529044441003,678.046981757481,692.3152622384316,0,0.0,0.0017195203603384002,0.019984345959150766,0.015428955569726366,0.018013981264585952,0.2512618940049476
2022-05-10,668.86,655.89,674.82,655.89,20.11M,1.61%,20110000.0,1.61,HDBK,667.086,677.8979999999999,691.9934999999999,668.7886029627336,676.376621437939,690.0814277395333,0,0.0,0.01605675310273602,0.020652774254870988,0.016264595080861723,0.018448566470079083,0.2512618940049476
2022-05-11,672.63,674.82,675.82,662.68,17.10M,0.56%,17100000.0,0.56,HDBK,666.348,676.729,687.8525000000001,670.0690686418225,675.6954175401318,688.4193870024349,0,0.0,0.005636456059564088,0.015620507698518589,0.01631204779174261,0.018606468610699853,0.2512618940049476
2022-05-12,649.91,658.91,661.75,644.9,22.38M,-3.38%,22380000.0,-3.38,HDBK,661.37,673.2629999999999,683.037,663.3493790945483,671.0071598055623,684.7518263355363,0,0.0,-0.0337778570685221,0.021507584228809298,0.01917666654365251,0.019606419681117784,0.2512618940049476
2022-05-13,644.07,653.4,657.36,641.9,16.77M,-0.90%,16770000.0,-0.9,HDBK,658.7520000000001,669.273,677.9955,656.9229193963656,666.1094943863692,680.8773666845328,0,0.0,-0.008985859580557198,0.018969336225687392,0.01915367906744556,0.01957728138997376,0.2512618940049476
2022-05-16,650.93,647.89,654.37,641.05,9.80M,1.06%,9800000.0,1.06,HDBK,657.28,665.308,674.009,654.9252795975772,663.3495863161203,678.0252365241012,0,0.0,0.01065101619389175,0.02001879893911379,0.019244679987403868,0.019743332834166277,0.2512618940049476
2022-05-17,655.37,654.67,656.87,647.49,16.64M,0.68%,16640000.0,0.68,HDBK,654.582,660.8340000000001,671.978,655.0735197317181,661.898752440462,675.8675949503772,0,0.0,0.006821009939624867,0.018276785902541434,0.018572678118773132,0.01725772771416112,0.2512618940049476
2022-05-18,655.32,660.38,665.0,653.37,15.73M,-0.01%,15730000.0,-0.01,HDBK,651.12,658.734,671.2725,655.1556798211454,660.7026156331052,673.9106811455794,0,0.0,-7.629278117693428e-05,0.017698577120645424,0.015883407346228215,0.015126995643795969,0.2512618940049476
2022-05-19,641.93,641.5,646.59,637.56,20.54M,-2.04%,20540000.0,-2.04,HDBK,649.524,655.447,669.5955,650.7471198807636,657.2894127907224,670.8649019888575,0,0.0,-0.020432765671733022,0.012543023385704608,0.016798008244588623,0.015532937832346445,0.2512618940049476
2022-05-20,658.84,649.88,660.46,644.57,13.92M,2.63%,13920000.0,2.63,HDBK,652.478,655.615,668.2639999999999,653.4447465871758,657.5713377378637,669.7196732280139,0,0.0,0.026342436091162824,0.017049704003056585,0.017588093391035786,0.016396850686430247,0.2512618940049476
2022-05-23,650.38,655.37,663.32,647.94,19.49M,-1.28%,19490000.0,-1.28,HDBK,652.368,654.824,666.9770000000001,652.4231643914505,656.2638217855248,667.8777995872507,0,0.0,-0.012840750409811252,0.01818537719064355,0.018062584747767063,0.01636754204183263,0.2512618940049476
2022-05-24,657.84,648.39,660.86,646.84,12.87M,1.15%,12870000.0,1.15,HDBK,652.8620000000001,653.722,665.8100000000001,654.228776260967,656.550399642702,666.9218186741792,0,0.0,0.011470217411359673,0.018734293654262338,0.017632756198913843,0.016510330311422714,0.2512618940049476
2022-05-25,662.75,663.35,666.32,659.96,12.89M,0.75%,12890000.0,0.75,HDBK,654.348,652.734,664.7315000000001,657.0691841739781,657.6775997076652,666.5245026099717,0,0.0,0.007463820989906278,0.018939159382154205,0.017724384613055783,0.016579121944431695,0.2512618940049476
2022-05-26,681.65,669.41,683.8,668.34,26.99M,2.85%,26990000.0,2.85,HDBK,662.292,655.9080000000001,664.5855,665.2627894493187,662.0362179426352,667.9650261709269,1,1.0,0.02851754055073563,0.016705338568160085,0.01590993760572332,0.017886551306239375,0.2512618940049476
